Public ID,Organization,Availability,System Name (Click + for details),Board Name,Host Processor Frequency,Software,Processor,Accelerator,Benchmark,Model MLC,Units,Avg. Result
1.2-0011,STMicroelectronics,Available,NUCLEO_H7A3ZI_Q,NUCLEO-H7A3ZI-Q,280 MHz,X-CUBE-AI v9.0.0,32-Bit ARM Cortex-M7,,Tiny,MobileNetV1 (0.25x),Energy in uJ,2965.46
1.2-0011,STMicroelectronics,Available,NUCLEO_H7A3ZI_Q,NUCLEO-H7A3ZI-Q,280 MHz,X-CUBE-AI v9.0.0,32-Bit ARM Cortex-M7,,Tiny,ResNet-V1,Latency in ms,40.84
1.2-0011,STMicroelectronics,Available,NUCLEO_H7A3ZI_Q,NUCLEO-H7A3ZI-Q,280 MHz,X-CUBE-AI v9.0.0,32-Bit ARM Cortex-M7,,Tiny,ResNet-V1,Energy in uJ,5090.28
1.2-0012,STMicroelectronics,Available,NUCLEO_L4R5ZI,NUCLEO-L4R5ZI,120 MHz,X-CUBE-AI v9.0,32-bit Arm Cortex-M4 (DSP + FPU),,Tiny,DSCNN,Latency in ms,43.19
1.2-0012,STMicroelectronics,Available,NUCLEO_L4R5ZI,NUCLEO-L4R5ZI,120 MHz,X-CUBE-AI v9.0,32-bit Arm Cortex-M4 (DSP + FPU),,Tiny,DSCNN,Energy in uJ,1820.45
1.2-0012,STMicroelectronics,Available,NUCLEO_L4R5ZI,NUCLEO-L4R5ZI,120 MHz,X-CUBE-AI v9.0,32-bit Arm Cortex-M4 (DSP + FPU),,Tiny,FC AutoEncoder,Latency in ms,5.26
1.2-0012,STMicroelectronics,Available,NUCLEO_L4R5ZI,NUCLEO-L4R5ZI,120 MHz,X-CUBE-AI v9.0,32-bit Arm Cortex-M4 (DSP + FPU),,Tiny,FC AutoEncoder,Energy in uJ,203.37
1.2-0012,STMicroelectronics,Available,NUCLEO_L4R5ZI,NUCLEO-L4R5ZI,120 MHz,X-CUBE-AI v9.0,32-bit Arm Cortex-M4 (DSP + FPU),,Tiny,MobileNetV1 (0.25x),Latency in ms,88.93
1.2-0012,STMicroelectronics,Available,NUCLEO_L4R5ZI,NUCLEO-L4R5ZI,120 MHz,X-CUBE-AI v9.0,32-bit Arm Cortex-M4 (DSP + FPU),,Tiny,MobileNetV1 (0.25x),Energy in uJ,3894.57
1.2-0012,STMicroelectronics,Available,NUCLEO_L4R5ZI,NUCLEO-L4R5ZI,120 MHz,X-CUBE-AI v9.0,32-bit Arm Cortex-M4 (DSP + FPU),,Tiny,ResNet-V1,Latency in ms,165.13
1.2-0012,STMicroelectronics,Available,NUCLEO_L4R5ZI,NUCLEO-L4R5ZI,120 MHz,X-CUBE-AI v9.0,32-bit Arm Cortex-M4 (DSP + FPU),,Tiny,ResNet-V1,Energy in uJ,6919.38
1.2-0013,STMicroelectronics,Available,NUCLEO_U575ZI_Q,NUCLEO-U575ZI-Q,160 MHz,X-CUBE-AI v9.0,Arm Cortex-M33 32-bit RISC core,,Tiny,DSCNN,Latency in ms,29.06
1.2-0013,STMicroelectronics,Available,NUCLEO_U575ZI_Q,NUCLEO-U575ZI-Q,160 MHz,X-CUBE-AI v9.0,Arm Cortex-M33 32-bit RISC core,,Tiny,DSCNN,Energy in uJ,656.16
1.2-0013,STMicroelectronics,Available,NUCLEO_U575ZI_Q,NUCLEO-U575ZI-Q,160 MHz,X-CUBE-AI v9.0,Arm Cortex-M33 32-bit RISC core,,Tiny,FC AutoEncoder,Latency in ms,3.43
1.2-0013,STMicroelectronics,Available,NUCLEO_U575ZI_Q,NUCLEO-U575ZI-Q,160 MHz,X-CUBE-AI v9.0,Arm Cortex-M33 32-bit RISC core,,Tiny,FC AutoEncoder,Energy in uJ,81.88
1.2-0013,STMicroelectronics,Available,NUCLEO_U575ZI_Q,NUCLEO-U575ZI-Q,160 MHz,X-CUBE-AI v9.0,Arm Cortex-M33 32-bit RISC core,,Tiny,MobileNetV1 (0.25x),Latency in ms,59.28
1.2-0013,STMicroelectronics,Available,NUCLEO_U575ZI_Q,NUCLEO-U575ZI-Q,160 MHz,X-CUBE-AI v9.0,Arm Cortex-M33 32-bit RISC core,,Tiny,MobileNetV1 (0.25x),Energy in uJ,1354.69
1.2-0013,STMicroelectronics,Available,NUCLEO_U575ZI_Q,NUCLEO-U575ZI-Q,160 MHz,X-CUBE-AI v9.0,Arm Cortex-M33 32-bit RISC core,,Tiny,ResNet-V1,Latency in ms,111.07
1.2-0013,STMicroelectronics,Available,NUCLEO_U575ZI_Q,NUCLEO-U575ZI-Q,160 MHz,X-CUBE-AI v9.0,Arm Cortex-M33 32-bit RISC core,,Tiny,ResNet-V1,Energy in uJ,2578.97
1.2-0014,syntiant,Available,syntiant_9120_0v9_30mhz,NDP9120,30.7 MHz,TensorFlow Syntiant SDK,HiFi3 + M0,Syntiant Core 2,Tiny,DSCNN,Latency in ms,4.37
1.2-0014,syntiant,Available,syntiant_9120_0v9_30mhz,NDP9120,30.7 MHz,TensorFlow Syntiant SDK,HiFi3 + M0,Syntiant Core 2,Tiny,DSCNN,Energy in uJ,31.54
1.2-0014,syntiant,Available,syntiant_9120_0v9_30mhz,NDP9120,30.7 MHz,TensorFlow Syntiant SDK,HiFi3 + M0,Syntiant Core 2,Tiny,MobileNetV1 (0.25x),Latency in ms,12.72
1.2-0014,syntiant,Available,syntiant_9120_0v9_30mhz,NDP9120,30.7 MHz,TensorFlow Syntiant SDK,HiFi3 + M0,Syntiant Core 2,Tiny,MobileNetV1 (0.25x),Energy in uJ,71.71
1.2-0014,syntiant,Available,syntiant_9120_0v9_30mhz,NDP9120,30.7 MHz,TensorFlow Syntiant SDK,HiFi3 + M0,Syntiant Core 2,Tiny,ResNet-V1,Latency in ms,15.97
1.2-0014,syntiant,Available,syntiant_9120_0v9_30mhz,NDP9120,30.7 MHz,TensorFlow Syntiant SDK,HiFi3 + M0,Syntiant Core 2,Tiny,ResNet-V1,Energy in uJ,101.83
1.2-0014,syntiant,Available,syntiant_9120_1v1_98mhz,NDP9120,98.7 MHz,TensorFlow Syntiant SDK,HiFi3 + M0,Syntiant Core 2,Tiny,DSCNN,Latency in ms,1.48
1.2-0014,syntiant,Available,syntiant_9120_1v1_98mhz,NDP9120,98.7 MHz,TensorFlow Syntiant SDK,HiFi3 + M0,Syntiant Core 2,Tiny,DSCNN,Energy in uJ,43.8
1.2-0014,syntiant,Available,syntiant_9120_1v1_98mhz,NDP9120,98.7 MHz,TensorFlow Syntiant SDK,HiFi3 + M0,Syntiant Core 2,Tiny,MobileNetV1 (0.25x),Latency in ms,4.1
1.2-0014,syntiant,Available,syntiant_9120_1v1_98mhz,NDP9120,98.7 MHz,TensorFlow Syntiant SDK,HiFi3 + M0,Syntiant Core 2,Tiny,MobileNetV1 (0.25x),Energy in uJ,97.16
1.2-0014,syntiant,Available,syntiant_9120_1v1_98mhz,NDP9120,98.7 MHz,TensorFlow Syntiant SDK,HiFi3 + M0,Syntiant Core 2,Tiny,ResNet-V1,Latency in ms,5.12
1.2-0014,syntiant,Available,syntiant_9120_1v1_98mhz,NDP9120,98.7 MHz,TensorFlow Syntiant SDK,HiFi3 + M0,Syntiant Core 2,Tiny,ResNet-V1,Energy in uJ,139.37
1.2-0015,kai_jiang,rdi,LC236R5E176_BOARD_V2.0,LC236R5E176_BOARD_V2.0,277.5M,self-developed,RISC-V,,Tiny,MobileNetV1 (0.25x),Latency in ms,120.28
1.2-0015,kai_jiang,rdi,LC236R5E176_BOARD_V2.0,LC236R5E176_BOARD_V2.0,277.5M,self-developed,RISC-V,,Tiny,ResNet-V1,Latency in ms,108
1.2-0016,kai_jiang,rdi,VCU128,VCU128,40M,self-developed,RISC-V,ANPU,Tiny,MobileNetV1 (0.25x),Latency in ms,0.29
